X,Y,cod_icao,nm_municip,tipoaero,nome,largura_m,num_pista,uf,altitude,extensao,cod_uso,pavimento,geocodigo,tipo_info,icon_url
-58.481666669112,-3.12638889088009,SBIC,Itacoatiara,Nacional,Itacoatiara,30.00000000000,"1",AM,43.00000000000,1515.00000000000,PUB,asfalto ou concreto Asfáltico,1301902.00000000000,tipo_info,./0.png
-69.4236111124505,-1.40388888981795,SWJP,Japurá,Nacional,Bittencourt,30.00000000000,"1",AM,78.00000000000,1200.00000000000,PUB,asfalto ou concreto Asfáltico,1302108.00000000000,tipo_info,./0.png
-64.7838888905017,-7.25027777874499,SWLB,Lábrea,Nacional,Lábrea,30.00000000000,"1",AM,58.00000000000,1200.00000000000,PUB,asfalto ou concreto Asfáltico,1302405.00000000000,tipo_info,./0.png
-59.9850000023092,-3.1458333351631,SBMN,Manaus,Nacional,Ponta Pelada,45.00000000000,"1",AM,81.00000000000,2170.00000000000,MIL,asfalto ou concreto Asfáltico,1302603.00000000000,tipo_info,./3.png
-61.283888890948,-5.81694444593535,SBMY,Manicoré,Nacional,Manicoré,30.00000000000,"1",AM,53.00000000000,1280.00000000000,PUB,asfalto ou concreto Asfáltico,1302702.00000000000,tipo_info,./0.png
-57.7122222247222,-3.35694444650244,SWMW,Maués,Nacional,Maués,25.00000000000,"1",AM,21.00000000000,1200.00000000000,PUB,asfalto ou concreto Asfáltico,1302900.00000000000,tipo_info,./0.png
-59.0778370130085,-3.87961416636557,SWNO,Nova Olinda do Norte,Nacional,Nova Olinda do Norte,30.00000000000,"1",AM,37.00000000000,1200.00000000000,PUB,piçarra,1303106.00000000000,tipo_info,./0.png
-60.3644444466261,-5.11750000164812,SWNA,Novo Aripuanã,Nacional,Novo Aripuanã,27.00000000000,"1",AM,36.00000000000,1200.00000000000,PUB,asfalto ou concreto Asfáltico,1303304.00000000000,tipo_info,./0.png
-56.7353558201375,-2.65793756395766,SWPI,Parintins,Nacional,Parintins,30.00000000000,"1",AM,26.00000000000,1800.00000000000,PUB,asfalto ou concreto Asfáltico,1303403.00000000000,tipo_info,./0.png
-67.0283333346536,-7.72250000066089,SWUI,Pauini,Nacional,Pauini,30.00000000000,"1",AM,121.00000000000,1200.00000000000,PUB,terra,1303502.00000000000,tipo_info,./0.png
-60.0838888913012,-0.798055557523128,SJVP,Presidente Figueiredo,Nacional,Vila Pitinga,40.00000000000,"1",AM,267.00000000000,1600.00000000000,PRIV,cascalho,1303536.00000000000,tipo_info,./1.png
-66.1311111129614,0.616388887454889,SWMK,Santa Isabel do Rio Negro,Nacional,Maturaca,30.00000000000,"1",AM,108.00000000000,1200.00000000000,PUB REST,asfalto ou concreto Asfáltico,1303601.00000000000,tipo_info,./2.png
-65.0338888908113,-0.416944445922638,SWTP,Santa Isabel do Rio Negro,Nacional,Tapuruquara,30.00000000000,"1",AM,68.00000000000,1200.00000000000,PUB,areia,1303601.00000000000,tipo_info,./0.png
-69.2405186439914,1.22642232461226,SWUK,São Gabriel da Cachoeira,Nacional,Uapui-Cachoeira,30.00000000000,"1",AM,76.00000000000,900.00000000000,PUB REST,piçarra,1303809.00000000000,tipo_info,./2.png
-67.6005555572546,1.06638888757726,SWAK,São Gabriel da Cachoeira,Nacional,Assunção do Içana,30.00000000000,"1",AM,150.00000000000,950.00000000000,PUB REST,piçarra,1303809.00000000000,tipo_info,./2.png
-66.84166666846,1.120555554161,SWKU,São Gabriel da Cachoeira,Nacional,Cucuí,30.00000000000,"1",AM,83.00000000000,1200.00000000000,PUB,asfalto ou concreto Asfáltico,1303809.00000000000,tipo_info,./0.png
-69.7955555569357,0.263055554536663,SWPC,São Gabriel da Cachoeira,Nacional,Pari-Cachoeira,30.00000000000,"1",AM,115.00000000000,1200.00000000000,PUB REST,piçarra,1303809.00000000000,tipo_info,./2.png
-69.8317277874647,1.10839250504023,SWQE,São Gabriel da Cachoeira,Nacional,Querari,30.00000000000,"2",AM,150.00000000000,850.00000000000,PUB REST,asfalto ou concreto Asfáltico,1303809.00000000000,tipo_info,./2.png
-66.9858333350425,-0.148055556845463,SBUA,São Gabriel da Cachoeira,Nacional,São Gabriel da Cachoeira,45.00000000000,"1",AM,76.00000000000,2600.00000000000,PUB,asfalto ou concreto Asfáltico,1303809.00000000000,tipo_info,./0.png
-69.3862384036358,1.71353452641677,SWSQ,São Gabriel da Cachoeira,Nacional,São Joaquim,30.00000000000,"1",AM,165.00000000000,1200.00000000000,PUB REST,asfalto ou concreto Asfáltico,1303809.00000000000,tipo_info,./2.png
-57.7583979913054,-2.50428893483178,SWWK,Urucará,Nacional,Urucará,30.00000000000,"1",AM,30.00000000000,1200.00000000000,PUB,asfalto ou concreto Asfáltico,1304302.00000000000,tipo_info,./0.png
-63.6463888911328,2.83527777595566,SWUQ,Alto Alegre,Nacional,Surucuru,30.00000000000,"1",RR,870.00000000000,1080.00000000000,PUB REST,asfalto ou concreto Asfáltico,1400050.00000000000,tipo_info,./2.png
-61.1338888913339,1.83305555354571,SWQI,Caracaraí,Nacional,Caracaraí,80.00000000000,"1",RR,55.00000000000,1200.00000000000,PUB,terra,1400209.00000000000,tipo_info,./0.png
-59.6172222249118,3.86638888664385,SWNM,Normandia,Nacional,Normândia,26.00000000000,"1",RR,86.00000000000,1000.00000000000,PUB,terra,1400407.00000000000,tipo_info,./0.png
-52.6022222251918,-0.889722224918501,SBMD,Almeirim,Nacional,Monte Dourado,30.00000000000,"2",PA,206.00000000000,1800.00000000000,PUB PRIV,asfalto ou concreto Asfáltico,1500503.00000000000,tipo_info,./4.png
-52.5783333362778,-1.49194444711839,SNYA,Almeirim,Nacional,Almeirim,30.00000000000,"1",PA,178.00000000000,1200.00000000000,PUB,piçarra,1500503.00000000000,tipo_info,./0.png
-52.2522222251101,-3.25083333595865,SBHT,Altamira,Nacional,Altamira,38.00000000000,"1",PA,112.00000000000,2003.00000000000,PUB,asfalto ou concreto Asfáltico,1500602.00000000000,tipo_info,./0.png
